name,text,pseudo_gloss
train/26April_2010_Monday_tagesschau-7278,am donnerstag ist es meist freundlich gegen abend kommen im westen und nordwesten erste schauer und gewitter auf,Donnerstag es meist freundlich abend kommen Westen Nordwesten erster Schauer Gewitter
train/26April_2010_Monday_tagesschau-7279,am freitag vor allem in der südosthälfte kräftige mitunter auch gewittrige regenfälle,Freitag alle Südosthälfte kräftig mitunter auch gewittrig regenfälle
train/20March_2010_Saturday_heute-7280,hallo und guten abend,hallo gut abend
train/20March_2010_Saturday_heute-7281,ich begrüße sie beim wetter,ich begrüßen sie Wetter
train/20March_2010_Saturday_heute-7283,denn morgen kommt schon das nächste tief von westen und das wird diese milde luft gleich wieder vertreiben bis mittwoch,morgen kommen schon nächster tief Westen der mild Luft gleich wieder vertreiben Mittwoch
train/20March_2010_Saturday_heute-7284,dabei auch kräftige schauer und gewitter wieder bei uns,dabei auch kräftig Schauer Gewitter wieder uns
train/20March_2010_Saturday_heute-7290,es kann einige kräftige gewitter mit sturmböen auf jeden fall geben,es kräftig Gewitter Sturmbö Fall geben
train/20March_2010_Saturday_heute-7291,im osten da scheint allerdings noch die sonne wahrscheinlich sogar bis zum abend,Osten da scheinen allerdings noch Sonne wahrscheinlich sogar abend
train/20March_2010_Saturday_heute-7292,erst dann kommen dort schauer und gewitter an,erst dann kommen dort Schauer Gewitter
train/20March_2010_Saturday_heute-7293,und dort wird es auch am wärmsten vierzehn bis achtzehn grad im südosten mit föhnunterstützung sogar zwanzig,dort es auch wärm vierzehn achtzehn Grad Südosten Föhnunterstützung sogar zwanzig
train/20March_2010_Saturday_heute-7294,etwas kühler bleibt es an der ostsee,etwas kühl bleiben es Ostsee
train/20March_2010_Saturday_heute-7295,und kühler wird es dann auch wieder von westen,kühl es dann auch wieder Westen
train/20March_2010_Saturday_heute-7298,und auch zu ostern ist nicht wirklich besserung in sicht,auch oster wirklich besserung Sicht
train/20March_2010_Saturday_heute-7299,jetzt wünsche ich ihnen erstmal einen schönen abend,jetzt wünschen ich ihnen erstmal schön abend
train/24June_2010_Thursday_tagesschau-7301,morgen schwächelt das sonnenhoch ein wenig und es gelangt feuchte atlantikluft nach deutschland,morgen schwächeln Sonnenhoch wenig es gelangen feucht Atlantikluft Deutschland
train/24June_2010_Thursday_tagesschau-7302,daher gestaltet sich das wetter etwas wechselhafter,daher gestalten sich Wetter etwas wechselhaft
train/24June_2010_Thursday_tagesschau-7303,am wochenende gewinnt das hoch aber wieder an kraft und vor allem am sonntag wird es verbreitet sonnig,Wochenende gewinnen hoch aber wieder Kraft alle Sonntag es verbreiten sonnig
train/24June_2010_Thursday_tagesschau-7304,heute nacht ist es teils locker bewölkt teils klar,heute Nacht es teils locker bewölkt teils klar
train/24June_2010_Thursday_tagesschau-7305,von nordwesten breiten sich später ein paar dichtere wolkenfelder bis in die mitte aus es bleibt aber wahrscheinlich trocken,Nordwesten breiten sich spät dicht Wolkenfelder Mitte es bleiben aber wahrscheinlich trocken
train/24June_2010_Thursday_tagesschau-7306,am tag mal freundlich mal wolkig und vor allem am nachmittag gibt es mancherorts schauer oder gewitter die richtung süden auch kräftig sein können,Tag mal freundlich mal Wolkig alle Nachmittag geben es mancherorts Schauer Gewitter Richtung Süden auch kräftig
train/24June_2010_Thursday_tagesschau-7307,dann frischt auch der wind stark böig auf sonst weht er schwach bis mäßig aus nordwestlicher richtung,dann frischen auch Wind stark böig sonst wehen er schwach mäßig nordwestlicher Richtung
train/24June_2010_Thursday_tagesschau-7308,heute nacht zehn bis fünfzehn im süden sieben bis neun grad,heute Nacht zehn fünfzehn Süden sieben neun
train/24June_2010_Thursday_tagesschau-7309,morgen an der küste achtzehn bis zwanzig am oberrhein bis neunundzwanzig grad,morgen Küste achtzehn zwanzig Oberrhein neunundzwanzig Grad
train/24June_2010_Thursday_tagesschau-7310,am samstag gibt es im süden einen wechsel aus sonne und wolken mit örtlichen schauern und gewittern,Samstag geben es Süden Wechsel Sonne Wolken örtlich Schauer Gewittern
train/24June_2010_Thursday_tagesschau-7311,im übrigen land meist freundlich und trocken,übrig Land meist freundlich trocken
train/24June_2010_Thursday_tagesschau-7312,am sonntag scheint bei bis zu dreißig grad verbreitet die sonne,Sonntag scheinen bis zu dreißig Grad verbreiten Sonne
train/24June_2010_Thursday_tagesschau-7313,am montag muss im westen wieder mit schauern oder gewittern gerechnet werden,Montag Westen wieder Schauer gewittern rechnen
train/04September_2010_Saturday_tagesschau-7314,und nun die wettervorhersage für morgen sonntag den fünften september,nun Wettervorhersage morgen Sonntag fünfter September
train/04September_2010_Saturday_tagesschau-7315,das hoch über norwegen bestimmt in den kommenden beiden tagen unser wetter,hoch Norwegen bestimmen kommend Tag Wetter
train/04September_2010_Saturday_tagesschau-7316,einen schönheitsfehler gibt es morgen im osten muss mit einzelnen schauern gerechnet werden,Schönheitsfehler geben es morgen Osten einzeln Schauer rechnen
train/04September_2010_Saturday_tagesschau-7317,ab dienstag ändert sich dann das wetter wieder es wird wechselhafter,Dienstag ändern sich dann Wetter wieder es wechselhaft
train/04September_2010_Saturday_tagesschau-7318,heute nacht fallen in der osthälfte zunächst noch einzelne schauer die aber abklingen verbreitet ist es klar,heute Nacht fallen Osthälfte zunächst noch einzeln Schauer der aber abklingen verbreiten es klar
train/04September_2010_Saturday_tagesschau-7319,in der nähe von flüssen bildet sich stellenweise nebel,Nähe flüssen bilden sich stellenweise Nebel
train/04September_2010_Saturday_tagesschau-7320,am tag viel sonne im laufe des tages zeigen sich lockere quellwolken die im osten dichter werden und schauer bringen können,Tag Sonne laufe tages zeigen sich locker quellwolken der Osten dicht Schauer bringen
train/04September_2010_Saturday_tagesschau-7321,der wind weht schwach hier und da auch mäßig,Wind wehen schwach hier da auch mäßig
train/04September_2010_Saturday_tagesschau-7323,am tag sechzehn grad im vogtland und zweiundzwanzig grad im breisgau,Tag sechzehn grad Vogtland zweiundzwanzig grad Breisgau
train/04September_2010_Saturday_tagesschau-7324,am montag ist es meist sonnig nur wenige wolken im bergland wird es windiger,Montag es meist sonnig nur Wolke bergland es windig
train/04September_2010_Saturday_tagesschau-7325,am dienstag in der nordosthälfte viel sonne von südwesten kommt regen auf teilweise ist es windig,Dienstag Nordosthälfte Sonne Südwesten kommen Regen teilweise es windig
train/04September_2010_Saturday_tagesschau-7326,am mittwoch unbeständiges wetter gebietsweise regnet es auch einzelne gewitter sind dabei,Mittwoch unbeständig Wetter Gebietsweise regnen es auch einzeln Gewitter dabei
train/27November_2009_Friday_tagesschau-7327,und nun die wettervorhersage für morgen samstag den neunundzwanzigsten november,nun Wettervorhersage morgen Samstag neunundzwanzigster November
train/27November_2009_Friday_tagesschau-7328,das tief das über großbritannien zieht bestimmt morgen unser wetter,tief der Großbritannien ziehen bestimmen morgen Wetter
train/27November_2009_Friday_tagesschau-7329,zunächst bleibt es noch verhältnismäßig mild nächste woche wird es dann kühler,zunächst bleiben es noch verhältnismäßig mild nächster Woche es dann kühl
train/27November_2009_Friday_tagesschau-7330,heute nacht fallen stellenweise schauer an der see sind kurze gewitter möglich,heute Nacht fallen stellenweise Schauer See kurz Gewitter möglich
train/27November_2009_Friday_tagesschau-7331,auf den höheren bergen kann es schneien,hoch berge es schneien
train/27November_2009_Friday_tagesschau-7332,am vormittag kommt von westen neuer regen auf er breitet sich ostwärts aus im süden und südosten regnet es nur wenig,Vormittag kommen Westen neu Regen er breiten sich ostwärts Süden Südosten regnen es nur wenig
train/27November_2009_Friday_tagesschau-7333,vor allem südlich der donau ist es zwischendurch auch freundlich,alle südlich Donau es zwischendurch auch freundlich
train/27November_2009_Friday_tagesschau-7334,im südosten schwacher bis mäßiger wind sonst weht er mäßig bis frisch mit starken bis stürmischen böen vereinzelt sind auch sturmböen dabei,Südosten schwach mäßig Wind sonst wehen er mäßig frisch stark stürmisch böen vereinzelt auch Sturmbö dabei
train/27November_2009_Friday_tagesschau-7335,auf den bergen teilweise schwere sturmböen vereinzelt orkanartige böen,bergen teilweise schwer sturmböen vereinzelt orkanartig böen
train/27November_2009_Friday_tagesschau-7336,heute nacht sieben bis drei grad an den alpen null grad,heute Nacht sieben drei Grad alpen null grad
train/27November_2009_Friday_tagesschau-7337,tagsüber sechs bis zehn grad im süden bis zwölf grad,tagsüber sechs zehn Grad Süden zwölf Grad
train/26January_2013_Saturday_tagesschau-7343,und nun die wettervorhersage für morgen sonntag den siebenundzwanzigsten januar,nun Wettervorhersage morgen Sonntag siebenundzwanzigster Januar
train/26January_2013_Saturday_tagesschau-7344,die ausläufer eines kräftigen tiefs bei islands lenken feucht milde meeresluft nach deutschland,Ausläufer kräftig tiefs Islands lenken Feucht mild Meeresluft Deutschland
train/26January_2013_Saturday_tagesschau-7345,dabei fiel zunächst schnee oder gefrierender regen es muss mit gefährlichem glatteis gerechnet werden,dabei fallen zunächst Schnee gefrierend Regen es gefährlich glatteis rechnen
train/26January_2013_Saturday_tagesschau-7346,im osten und süden zeigen sich heute nacht gebietsweise die sterne sonst überwiegen die wolken im norden leichter schneefall,Osten Süden zeigen sich heute Nacht gebietsweise Sterne sonst überwiegen Wolke Norden leicht Schneefall
train/26January_2013_Saturday_tagesschau-7347,von westen breiten sich ab den morgenstunden schnee und gefrierender regen aus vorsicht erhöhte glättegefahr,Westen breiten sich morgenstunden Schnee gefrierend Regen Vorsicht erhöht glättegefahr
train/26January_2013_Saturday_tagesschau-7348,gegen abend kommen die niederschläge auch in den östlichen landesteilen an,abend kommen niederschläge auch östlich landesteilen
train/26January_2013_Saturday_tagesschau-7349,der wind weht überwiegend mäßig bis frisch an der nordsee auch stark,Wind wehen überwiegend mäßig frisch Nordsee auch stark
train/26January_2013_Saturday_tagesschau-7350,dort sowie auf den bergen zum teil sturmböen,dort bergen Teil sturmböen
train/26January_2013_Saturday_tagesschau-7353,am montag im osten und südosten noch gebietsweise schnee oder regen mit glättegefahr,Montag Osten Südosten noch gebietsweise Schnee Regen glättegefahr
train/26January_2013_Saturday_tagesschau-7354,sonst mal mehr mal weniger wolken und nur hier und da etwas regen,sonst mal mehr mal Wolke nur hier da etwas regen
train/26January_2013_Saturday_tagesschau-7355,ab dienstag wird es sehr windig und im südwesten am mittwoch fast schon frühlingshaft mild,Dienstag es sehr windig Südwesten Mittwoch fast schon frühlingshaft mild
train/26January_2013_Saturday_tagesschau-7356,dazu gibt es viele wolken und zeitweise regen,dazu geben es Wolke zeitweise Regen
train/06February_2010_Saturday_tagesschau-7357,und nun noch die wettervorhersage für morgen sonntag den siebten februar,nun noch Wettervorhersage morgen Sonntag siebter Februar
train/06February_2010_Saturday_tagesschau-7358,ein tief über dem mittelmeer bringt vor allem dem alpenraum noch etwas schnee,tief Mittelmeer bringen alle alpenraum noch Schnee
train/06February_2010_Saturday_tagesschau-7359,auch weiter nördlich bleibt das meist trübe aber weitgehend trocken,auch weiter nördlich bleiben der meist trübe weitgehend trocken
train/06February_2010_Saturday_tagesschau-7360,ab morgen fließt von osten wieder kältere luft nach deutschland und in der neuen woche gibt es dann verbreitet dauerfrost,morgen fließen Osten wieder kält Luft Deutschland neu Woche geben es dann verbreiten Dauerfrost
train/06February_2010_Saturday_tagesschau-7361,heute nacht ist der himmel meist wolkenverhangen schnee fällt vor allem in alpennähe sonst nur hier und da ein paar flocken oder tropfen,heute Nacht Himmel meist Wolkenverhangen Schnee fallen alle alpennähe sonst nur hier da flocken tropfen
train/06February_2010_Saturday_tagesschau-7366,im nordosten unter klarem himmel heute nacht teilweise strenger frost entlang des rheins ein bis zwei plusgrade,nordosten klar Himmel heute Nacht teilweise streng Frost rheins ein zwei Plusgrad
train/06February_2010_Saturday_tagesschau-7367,dort morgen zwei bis fünf grad über null nordöstlich der elbe bis minus sechs grad,dort morgen zwei fünf Grad null nordöstlich elbe minus sechs Grad
train/06February_2010_Saturday_tagesschau-7368,in der neuen woche wird es noch kälter dazu ist es teils stark bewölkt teils neblig trüb,neu Woche es noch kalt dazu es teils stark bewölkt teils neblig trüb
train/06February_2010_Saturday_tagesschau-7369,die sonne lässt sich nur selten blicken hier und da fällt schnee aber besonders viel wird es nicht sein,Sonne lässt sich nur selten blicken hier da fallen Schnee besonders viel es
train/21July_2010_Wednesday_tagesschau-7370,und nun die wettervorhersage für morgen donnerstag den zweiundzwanzigsten juli,nun Wettervorhersage morgen Donnerstag zweiundzwanzigster Juli
train/21July_2010_Wednesday_tagesschau-7371,das hoch über russland verliert morgen seinen einfluss auf unser wetter,hoch russland verlieren morgen einfluss Wetter
train/21July_2010_Wednesday_tagesschau-7372,das tief das nach nordfrankreich zieht sorgt dafür dass es von westen wechselhafter wird,tief der Nordfrankreich ziehen sorgen dafür es Westen wechselhaft
train/21July_2010_Wednesday_tagesschau-7373,in den osten und südosten strömt noch heiße luft,Osten Südosten strömen noch heiß Luft
train/21July_2010_Wednesday_tagesschau-7374,in der nacht muss mit gewitterschauern gerechnet werden die kräftig sein können,Nacht gewitterschauern rechnen der kräftig
train/21July_2010_Wednesday_tagesschau-7375,richtung osten kaum gewitter,richtung osten kaum Gewitter
train/21July_2010_Wednesday_tagesschau-7376,am tag wird es immer wolkiger hier und da regnet oder gewittert es kräftig vor allem in der südosthälfte sind unwetter möglich,Tag es immer wolkig hier da regnen gewittern es kräftig alle Südosthälfte Unwetter möglich
train/21July_2010_Wednesday_tagesschau-7377,am längsten zeigt sich die sonne noch im äußersten osten,läng zeigen sich Sonne noch äußerer Osten
train/21July_2010_Wednesday_tagesschau-7378,der wind weht schwach bis mäßig bei gewittern mitunter schwere sturmböen,Wind wehen schwach mäßig gewittern mitunter schwer Sturmbö
train/21July_2010_Wednesday_tagesschau-7379,heute nacht einundzwanzig grad im raum berlin vierzehn grad in den westlichen mittelgebirgen,heute Nacht einundzwanzig Grad Raum Berlin vierzehn Grad westlich mittelgebirgen
train/21July_2010_Wednesday_tagesschau-7380,am tag dort zweiundzwanzig grad bis fünfunddreißig grad an der neiße,Tag dort zweiundzwanzig Grad fünfunddreißig Grad Neiße
train/21July_2010_Wednesday_tagesschau-7381,die aussichten am freitag teilweise kräftige schauer und gewitter im süden und osten regnet es auch für längere zeit,Aussicht Freitag teilweise kräftig Schauer Gewitter Süden Osten regnen es auch lang Zeit
train/21July_2010_Wednesday_tagesschau-7382,auch am samstag unbeständiges wetter mit schauern und einzelnen gewittern richtung westen auch längere freundliche phasen,auch Samstag unbeständig Wetter Schauer einzeln gewittern Richtung westen auch läng freundlich phasen
train/21July_2010_Wednesday_tagesschau-7383,am sonntag mal sonne mal wolken und nur stellenweise schauer,Sonntag mal Sonne mal Wolken nur stellenweise Schauer
train/27June_2010_Sunday_tagesschau-7384,und nun die wettervorhersage für morgen montag den achtundzwanzigsten juni,nun Wettervorhersage morgen Montag achtundzwanzigster Juni
train/27June_2010_Sunday_tagesschau-7385,das sonnenhoch verlagert sich ins baltikum bestimmt aber auch noch am montag unser wetter mit trockener und sehr warmer luft,Sonnenhoch verlagern sich Baltikum bestimmen aber auch noch Montag Wetter trocken sehr warm Luft
train/27June_2010_Sunday_tagesschau-7387,heute nacht ist es wieder verbreitet klar oder nur gering bewölkt gegen morgen bildet sich vereinzelt nebel,heute Nacht es wieder verbreiten klar nur gering bewölkt morgen bilden sich vereinzelt Nebel
train/27June_2010_Sunday_tagesschau-7388,am tag wird es wieder sonnig hier und da tauchen auch mal harmlose schleierwolken auf besonders über dem bergland sind auch meist flache quellwolken dabei,Tag es wieder sonnig hier da tauchen auch mal harmlos Schleierwolke besonders bergland auch meist flach quellwolken dabei
train/27June_2010_Sunday_tagesschau-7389,am nachmittag und abend gibt es im westen und südwesten lokale hitzegewitter,Nachmittag Abend geben es Westen Südwesten lokal Hitzegewitter
train/27June_2010_Sunday_tagesschau-7390,der wind weht überwiegend schwach aus unterschiedlichen richtungen,Wind wehen überwiegend schwach unterschiedlich richtungen
train/27June_2010_Sunday_tagesschau-7391,in einigen tal und muldenlagen heute nacht neun an main und rhein fünfzehn bis sechzehn grad,Tal Muldenlage heute Nacht neun Main rhein fünfzehn sechzehn Grad
train/27June_2010_Sunday_tagesschau-7393,am dienstag in der osthälfte sonnig sonst mal sonne mal wolken vor allem im westen und nordwesten einige zum teil heftige schauer und gewitter die am mittwoch auch den osten erreichen können,Dienstag Osthälfte sonnig sonst mal Sonne mal Wolken alle Westen Nordwesten Teil heftig Schauer Gewitter der Mittwoch auch Osten erreichen
train/27June_2010_Sunday_tagesschau-7394,am donnerstag scheint wieder häufig die sonne besonders im westen und süden sind einzelne gewitter möglich,Donnerstag scheinen wieder häufig Sonne besonders Westen Süden einzeln Gewitter möglich
train/04January_2010_Monday_heute-7400,aber jetzt werden erstmal die nächte kalt bei uns es klart ja gebietsweise auch auf da sind es dann minus zehn bis minus siebzehn grad in der nacht,jetzt erstmal nächte kalt uns es klaren ja gebietsweise auch da es dann minus zehn minus siebzehn Grad Nacht
train/04January_2010_Monday_heute-7402,und vielleicht könnte auch ab und zu ein bisschen regen fallen dann wird es natürlich sehr glatt,vielleicht auch ab zu regen fallen dann es natürlich sehr glatt
train/04January_2010_Monday_heute-7403,tagsüber fällt dann aber nur noch schnee munter weiter im nordwesten bis zur ostseeküste etwa und das ganze bei einem kräftigen südwind,tagsüber fallen dann aber nur noch Schnee munt weiter Nordwesten Ostseeküste etwa ganz kräftig Südwind
train/04January_2010_Monday_heute-7404,aber in der mitte und im süden wird es freundlich kein schneefall und die sonne kommt raus,Mitte Süden es freundlich Schneefall Sonne kommen raus
train/04January_2010_Monday_heute-7405,die temperaturen am alpenrand und an den küsten nicht ganz so kalt tagsüber minus zwei drei grad im norden zum teil an der nordsee plus ein grad,temperaturen alpenrand Küste ganz so kalt tagsüber zwei drei Grad Norden Teil Nordsee ein Grad
train/04January_2010_Monday_heute-7406,aber in der mitte und im osten behalten wir doch den recht kräftigen frost mit minus drei bis minus acht grad,Mitte Osten behalten wir doch recht kräftig Frost minus drei minus acht Grad
train/04January_2010_Monday_heute-7407,und an dieser wetterlage ändert sich eigentlich erst einmal nichts bis donnerstag ein bisschen schnee und vor allen dingen kalt,Wetterlage ändern sich eigentlich erst einmal nichts donnerstag Schnee dingen kalt
train/04January_2010_Monday_heute-7408,aber dann am freitag kommt aus dem südosten kräftiger schneefall zu uns,dann Freitag kommen Südosten kräftig Schneefall uns
train/04January_2010_Monday_heute-7409,ich wünsche ihnen noch einen schönen abend und machen sie es gut,ich wünschen ihnen noch schön abend machen sie es gut
train/29July_2010_Thursday_tagesschau-7410,und nun die wettervorhersage für morgen freitag den dreißigsten juli,nun Wettervorhersage morgen Freitag dreißigster Juli
train/29July_2010_Thursday_tagesschau-7412,zum wochenbeginn übernehmen dann wieder tiefdruckgebiete die wetterregie,Wochenbeginn übernehmen dann wieder tiefdruckgebiete Wetterregie
train/29July_2010_Thursday_tagesschau-7413,noch sind teilweise kräftige schauer und gewitter unterwegs die im laufe der nacht abklingen und die wolken bekommen immer mehr lücken stellenweise bildet sich nebel,noch teilweise kräftig Schauer Gewitter unterwegs der laufe Nacht abklingen Wolke bekommen immer lücken stellenweise bilden sich Nebel
train/29July_2010_Thursday_tagesschau-7414,am tag mal sonne mal dichte wolken vor allem in der mitte und im süden entwickeln sich schauer und einzelne gewitter,Tag mal Sonne mal dicht Wolke alle Mitte Süden entwickeln sich Schauer einzeln Gewitter
train/29July_2010_Thursday_tagesschau-7415,an der küste hier und da etwas regen sonst meist trocken,Küste hier da etwas regen sonst meist trocken
train/29July_2010_Thursday_tagesschau-7416,am nachmittag wird es zunehmend freundlicher,Nachmittag es zunehmend freundlich
train/29July_2010_Thursday_tagesschau-7417,im norden teilweise frischer an der küste auch starker bis stürmischer westwind sonst ist er meist schwach und kommt aus west bis nordwest,Norden teilweise frisch Küste auch stark stürmisch Westwind sonst er meist schwach kommen West Nordwest
train/29July_2010_Thursday_tagesschau-7418,in einigen bergtälern heute nacht acht bis neun an der küste bis fünfzehn grad,bergtälern heute Nacht acht neun Küste fünfzehn Grad
train/29July_2010_Thursday_tagesschau-7419,am alpenrand morgen siebzehn am rhein und in der lausitz bis vierundzwanzig grad,alpenrand morgen siebzehn rhein Lausitz vierundzwanzig Grad
train/29July_2010_Thursday_tagesschau-7422,von dort breiten sich am sonntag zum teil kräftige schauer und gewitter aus,dort breiten sich Sonntag Teil kräftig Schauer Gewitter
train/29July_2010_Thursday_tagesschau-7423,im südosten noch längere zeit freundlich,Südosten noch lang Zeit freundlich
train/29July_2010_Thursday_tagesschau-7424,am montag wieder wechselhaft und kühler,Montag wieder wechselhaft kühler
train/05December_2011_Monday_heute-7425,endlich ist er da meine damen und herren der lang ersehnte regen,endlich er da damen herren lang ersehnt Regen
train/05December_2011_Monday_heute-7426,und damit schönen guten abend,damit schön gut abend
train/05December_2011_Monday_heute-7427,ganz verbreitet in deutschland sind in diesen ersten fünf dezembertagen bereits mehr als zwanzig bis vierzig liter regen pro quadratmeter gefallen,ganz verbreiten Deutschland erster fünf dezembertagen bereits zwanzig vierzig Liter Regen quadratmeter fallen
train/05December_2011_Monday_heute-7428,im schwarzwald waren es sogar einhundertsieben,Schwarzwald es sogar einhundertsieben
train/05December_2011_Monday_heute-7429,und auch in dieser nacht kommt noch neuer schnee und neuer regen dazu,auch Nacht kommen noch neu Schnee neu Regen dazu
train/05December_2011_Monday_heute-7430,es schneit vor allen dingen vom schwarzwald bis hinüber zum bayerischen wald aber auch zum beispiel im westerwald,es schneien dingen Schwarzwald hinüber bayerisch Wald auch Beispiel Westerwald
train/05December_2011_Monday_heute-7431,morgen lassen die schneefälle im südosten langsam nach dann beruhigt sich das wetter bevor zum abend neuer regen von westen herankommt,morgen lassen schneefälle Südosten langsam dann beruhigen sich Wetter abend neu Regen Westen herankommen
train/05December_2011_Monday_heute-7432,stellen sie sich also in dieser nacht auf gefährliche straßenverhältnisse vor allen dingen im süden und westen deutschlands ein,stellen sie sich also Nacht gefährlich straßenverhältnisse dingen Süden Westen Deutschland ein
train/05December_2011_Monday_heute-7433,sie müssen mit ergiebigen schneefällen am alpenrand rechnen,sie ergiebig schneefällen alpenrand rechnen
train/05December_2011_Monday_heute-7434,glatt kann es aber überall sein denn die temperaturen sinken auf werte um null grad,glatt es aber überall Temperature sinken werte null Grad
train/05December_2011_Monday_heute-7435,morgen bleibt es kalt in bayern mit höchstwerten zwischen ein und drei grad,morgen bleiben es kalt Bayern höchstwerten ein drei Grad
train/05December_2011_Monday_heute-7436,sonst werden zwischen vier und sieben grad erreicht,sonst zwischen vier sieben Grad erreichen
train/05December_2011_Monday_heute-7437,und wenn am vormittag die schneefälle im südosten langsam nachlassen kommt ab und zu mal die sonne zum vorschein,Vormittag schneefälle Südosten langsam nachlassen kommen ab zu mal Sonne Vorschein
train/05December_2011_Monday_heute-7438,an der nordseeküste müssen wir uns dagegen auf gewitter und graupelschauer einstellen,Nordseeküste wir sich dagegen Gewitter graupelschauer einstellen
train/05December_2011_Monday_heute-7439,nasskalt und eher ungemütlich mit wenig sonne geht es dann auch in den nächsten tagen weiter,nasskalt eher ungemütlich Sonne gehen es dann auch nächster Tag weiter
train/05December_2011_Monday_heute-7440,schönen abend noch,schön abend noch
train/02February_2011_Wednesday_tagesschau-7441,und nun die wettervorhersage für morgen donnerstag den dritten februar,nun Wettervorhersage morgen Donnerstag dritter Februar
train/02February_2011_Wednesday_tagesschau-7442,ein tiefausläufer lenkt wolken und milde luft nach deutschland,tiefausläufer lenken Wolken mild Luft Deutschland
train/02February_2011_Wednesday_tagesschau-7443,die wolken überqueren uns heute nacht und morgen mit regen und etwas schnee,Wolke überqueren uns heute Nacht morgen Regen Schnee
train/02February_2011_Wednesday_tagesschau-7444,am wochenende sorgen dann noch mildere luft und viel wind gebietsweise für zweistellige plusgrade,Wochenende sorgen dann noch mild Luft Wind gebietsweise zweistellig Plusgrad
train/02February_2011_Wednesday_tagesschau-7445,heute nacht regnet es in der nordwesthälfte örtlich fällt auch schnee und es kann wieder gefährlich glatt werden,heute Nacht regnen es Nordwesthälfte örtlich fallen auch Schnee es wieder gefährlich glatt
train/02February_2011_Wednesday_tagesschau-7446,ansonsten meist trocken aber oft hochnebelartig bewölkt,ansonsten meist trocken oft hochnebelartig bewölkt
train/02February_2011_Wednesday_tagesschau-7447,auch morgen ist es häufig trübe,auch morgen es häufig trübe
train/02February_2011_Wednesday_tagesschau-7448,in der mitte fällt zum teil gefrierender regen der sich auf dem weg nach südosten zunehmend in schnee verwandelt während es richtung nordwesten wieder auflockert,Mitte fallen Teil gefrierend Regen der sich Weg Südosten zunehmend Schnee verwandeln es richtung Nordwesten wieder auflockern
train/02February_2011_Wednesday_tagesschau-7450,heute nacht drei grad in nordfriesland um minus fünfzehn am alpenrand,heute Nacht drei Grad Nordfriesland minus fünfzehn alpenrand
train/02February_2011_Wednesday_tagesschau-7451,morgen im südosten noch minus zwei im nordwesten schon bis sieben grad plus,morgen Südosten noch zwei Nordwesten schon sieben Grad plus
train/02February_2011_Wednesday_tagesschau-7452,in den nächsten tagen wird es noch milder,nächster Tag es noch mild
train/02February_2011_Wednesday_tagesschau-7453,dazu gibt es im norden sehr windiges an der küste auch stürmisches regenwetter,dazu geben es Norden sehr windig Küste auch stürmisch Regenwetter
train/02February_2011_Wednesday_tagesschau-7454,im süden zum teil freundlich und meist trocken,Süden Teil freundlich meist trocken
train/02February_2011_Wednesday_tagesschau-7455,am sonntag lässt zumindest der wind nach sonst ändert sich wenig,Sonntag lässt zumindest Wind sonst ändern sich wenig
train/27October_2010_Wednesday_tagesschau-7456,und nun die wettervorhersage für morgen donnerstag den achtundzwanzigsten oktober,nun Wettervorhersage morgen Donnerstag achtundzwanzigster oktober
train/27October_2010_Wednesday_tagesschau-7457,tiefs über nord und nordwesteuropa bringen dem norden deutschlands auch morgen viele wolken und hier und da regen,tiefs Nord Nordwesteuropa bringen Norden Deutschland auch morgen Wolke hier da Regen
train/27October_2010_Wednesday_tagesschau-7458,sonst herrscht hoher luftdruck dabei strömt mildere luft zu uns nach deutschland,sonst herrschen hoch Luftdruck dabei strömen mild Luft uns Deutschland
train/27October_2010_Wednesday_tagesschau-7459,in der nacht regnet es stellenweise etwas zwischen rheinland pfalz und brandenburg sowie nördlich davon,Nacht regnen es stellenweise etwas Rheinland Pfalz Brandenburg nördlich davon
train/27October_2010_Wednesday_tagesschau-7460,auch am tag vor allem im norden und nordwesten regenschauer zunächst fallen auch in der mitte ein paar tropfen,auch Tag alle Norden Nordwesten Regenschauer zunächst fallen auch Mitte tropfen
train/27October_2010_Wednesday_tagesschau-7461,die wolken lockern im laufe des tages auf im süden und südosten nach nebel mal sonne mal wolken,Wolke lockern laufe tages Süden Südosten Nebel mal Sonne mal Wolken
train/27October_2010_Wednesday_tagesschau-7462,im norden weht der wind mäßig bis frisch dort bei schauern sowie an der nordsee starke bis stürmische böen,Norden wehen Wind mäßig frisch dort Schauer Nordsee stark stürmisch böen
train/27October_2010_Wednesday_tagesschau-7464,am tag acht grad im allgäu bis zu fünfzehn grad am oberrhein,Tag acht Grad allgäu bis zu fünfzehn Grad Oberrhein
train/27October_2010_Wednesday_tagesschau-7465,am freitag scheint häufig die sonne sobald der nebel weg ist im norden viele wolken an den küsten etwas regen,Freitag scheinen häufig Sonne Nebel weg Norden Wolke Küste etwas regen
train/27October_2010_Wednesday_tagesschau-7466,am samstag sonne wolken und nebel am abend im westen und nordwesten etwas regen,Samstag Sonne Wolken Nebel Abend Westen Nordwesten Regen
train/27October_2010_Wednesday_tagesschau-7467,am sonntag ist es sehr stark bewölkt hier und da fallen schauer teilweise wieder zäher nebel,Sonntag es sehr stark bewölkt hier da fallen Schauer teilweise wieder zäh Nebel
train/15February_2011_Tuesday_tagesschau-7469,deutschland liegt weiterhin zwischen tiefem und hohem luftdruck,Deutschland liegen weiterhin tief hoch luftdruck
